L,gm/Id,Vgs
4.5e-07,1.29524,0.0414207
4.5e-07,1.26108,0.0405203
4.5e-07,1.22779,0.0396198
4.5e-07,1.19534,0.0387194
4.5e-07,1.16371,0.0378189
4.5e-07,1.13288,0.0369185
4.5e-07,1.10284,0.036018
4.5e-07,1.07356,0.0351176
4.5e-07,1.04504,0.0342171
4.5e-07,1.01724,0.0333167
4.5e-07,0.990156,0.0324162
4.5e-07,0.96377,0.0315158
4.5e-07,0.938063,0.0306153
4.5e-07,0.913019,0.0297149
4.5e-07,0.888623,0.0288144
4.5e-07,0.864858,0.027914
4.5e-07,0.84171,0.0270135
4.5e-07,0.819163,0.0261131
4.5e-07,0.797203,0.0252126
4.5e-07,0.775814,0.0243122
4.5e-07,0.754984,0.0234117
4.5e-07,0.734698,0.0225113
4.5e-07,0.714943,0.0216108
4.5e-07,0.695706,0.0207104
4.5e-07,0.676973,0.0198099
4.5e-07,0.658732,0.0189095
4.5e-07,0.640971,0.018009
4.5e-07,0.623678,0.0171086
4.5e-07,0.606841,0.0162081
4.5e-07,0.590448,0.0153077
4.5e-07,0.574489,0.0144072
4.5e-07,0.558952,0.0135068
4.5e-07,0.543826,0.0126063
4.5e-07,0.529101,0.0117059
4.5e-07,0.514767,0.0108054
4.5e-07,0.500814,0.00990495
4.5e-07,0.487231,0.0090045
4.5e-07,0.47401,0.00810405
4.5e-07,0.461142,0.0072036
4.5e-07,0.448616,0.00630315
4.5e-07,0.436425,0.0054027
4.5e-07,0.424559,0.00450225
4.5e-07,0.413011,0.0036018
4.5e-07,0.401771,0.00270135
4.5e-07,0.390832,0.0018009
4.5e-07,0.380187,0.00090045
4.5e-07,0.369826,0
3e-07,1.83283,1.8
3e-07,1.83526,1.7991
3e-07,1.83769,1.7982
3e-07,1.84012,1.7973
3e-07,1.84256,1.7964
3e-07,1.84501,1.7955
3e-07,1.84745,1.7946
3e-07,1.84991,1.7937
3e-07,1.85236,1.7928
3e-07,1.85482,1.7919
3e-07,1.85729,1.791
3e-07,1.85975,1.7901
3e-07,1.86223,1.78919
3e-07,1.8647,1.78829
3e-07,1.86718,1.78739
3e-07,1.86967,1.78649
3e-07,1.87216,1.78559
3e-07,1.87465,1.78469
3e-07,1.87715,1.78379
3e-07,1.87966,1.78289
3e-07,1.88216,1.78199
3e-07,1.88468,1.78109
3e-07,1.88719,1.78019
3e-07,1.88971,1.77929
3e-07,1.89224,1.77839
3e-07,1.89477,1.77749
3e-07,1.8973,1.77659
3e-07,1.89984,1.77569
3e-07,1.90238,1.77479
3e-07,1.90493,1.77389
3e-07,1.90748,1.77299
3e-07,1.91004,1.77209
3e-07,1.9126,1.77119
3e-07,1.91517,1.77029
3e-07,1.91774,1.76938
3e-07,1.92032,1.76848
3e-07,1.9229,1.76758
3e-07,1.92548,1.76668
3e-07,1.92807,1.76578
3e-07,1.93066,1.76488
3e-07,1.93326,1.76398
3e-07,1.93586,1.76308
3e-07,1.93847,1.76218
3e-07,1.94109,1.76128
3e-07,1.9437,1.76038
3e-07,1.94633,1.75948
3e-07,1.94895,1.75858
3e-07,1.95159,1.75768
3e-07,1.95422,1.75678
3e-07,1.95686,1.75588
3e-07,1.95951,1.75498
3e-07,1.96216,1.75408
3e-07,1.96482,1.75318
3e-07,1.96748,1.75228
3e-07,1.97015,1.75138
3e-07,1.97282,1.75048
3e-07,1.97549,1.74957
3e-07,1.97817,1.74867
3e-07,1.98086,1.74777
3e-07,1.98355,1.74687
3e-07,1.98625,1.74597
3e-07,1.98895,1.74507
3e-07,1.99165,1.74417
3e-07,1.99437,1.74327
3e-07,1.99708,1.74237
3e-07,1.9998,1.74147
3e-07,2.00253,1.74057
3e-07,2.00526,1.73967
3e-07,2.008,1.73877
3e-07,2.01074,1.73787
3e-07,2.01349,1.73697
3e-07,2.01624,1.73607
3e-07,2.019,1.73517
3e-07,2.02176,1.73427
3e-07,2.02453,1.73337
3e-07,2.0273,1.73247
3e-07,2.03008,1.73157
3e-07,2.03287,1.73067
3e-07,2.03566,1.72976
3e-07,2.03845,1.72886
3e-07,2.04125,1.72796
3e-07,2.04406,1.72706
3e-07,2.04687,1.72616
3e-07,2.04968,1.72526
3e-07,2.05251,1.72436
3e-07,2.05533,1.72346
3e-07,2.05817,1.72256
3e-07,2.06101,1.72166
3e-07,2.06385,1.72076
3e-07,2.0667,1.71986
3e-07,2.06955,1.71896
3e-07,2.07242,1.71806
3e-07,2.07528,1.71716
3e-07,2.07815,1.71626
3e-07,2.08103,1.71536
3e-07,2.08391,1.71446
3e-07,2.0868,1.71356
3e-07,2.0897,1.71266
3e-07,2.0926,1.71176
3e-07,2.0955,1.71086
3e-07,2.09842,1.70995
3e-07,2.10133,1.70905
3e-07,2.10426,1.70815
3e-07,2.10719,1.70725
3e-07,2.11012,1.70635
3e-07,2.11306,1.70545
3e-07,2.11601,1.70455
3e-07,2.11896,1.70365
3e-07,2.12192,1.70275
3e-07,2.12489,1.70185
3e-07,2.12786,1.70095
3e-07,2.13083,1.70005
3e-07,2.13382,1.69915
3e-07,2.1368,1.69825
3e-07,2.1398,1.69735
3e-07,2.1428,1.69645
3e-07,2.14581,1.69555
3e-07,2.14882,1.69465
3e-07,2.15184,1.69375
3e-07,2.15486,1.69285
3e-07,2.15789,1.69195
3e-07,2.16093,1.69105
3e-07,2.16398,1.69015
3e-07,2.16703,1.68924
3e-07,2.17008,1.68834
3e-07,2.17314,1.68744
3e-07,2.17621,1.68654
3e-07,2.17929,1.68564
3e-07,2.18237,1.68474
3e-07,2.18546,1.68384
3e-07,2.18855,1.68294
3e-07,2.19165,1.68204
3e-07,2.19476,1.68114
3e-07,2.19787,1.68024
3e-07,2.20099,1.67934
3e-07,2.20412,1.67844
3e-07,2.20725,1.67754
3e-07,2.21039,1.67664
3e-07,2.21354,1.67574
3e-07,2.21669,1.67484
3e-07,2.21985,1.67394
3e-07,2.22301,1.67304
3e-07,2.22619,1.67214
3e-07,2.22937,1.67124
3e-07,2.23255,1.67034
3e-07,2.23574,1.66943
3e-07,2.23894,1.66853
3e-07,2.24215,1.66763
3e-07,2.24536,1.66673
3e-07,2.24858,1.66583
3e-07,2.25181,1.66493
3e-07,2.25504,1.66403
3e-07,2.25828,1.66313
3e-07,2.26153,1.66223
3e-07,2.26479,1.66133
3e-07,2.26805,1.66043
3e-07,2.27131,1.65953
3e-07,2.27459,1.65863
3e-07,2.27787,1.65773
3e-07,2.28116,1.65683
3e-07,2.28446,1.65593
3e-07,2.28776,1.65503
3e-07,2.29107,1.65413
3e-07,2.29439,1.65323
3e-07,2.29772,1.65233
3e-07,2.30105,1.65143
3e-07,2.30439,1.65053
3e-07,2.30773,1.64962
3e-07,2.31109,1.64872
3e-07,2.31445,1.64782
3e-07,2.31782,1.64692
3e-07,2.32119,1.64602
3e-07,2.32458,1.64512
3e-07,2.32797,1.64422
3e-07,2.33137,1.64332
3e-07,2.33477,1.64242
3e-07,2.33819,1.64152
3e-07,2.34161,1.64062
3e-07,2.34504,1.63972
3e-07,2.34847,1.63882
3e-07,2.35192,1.63792
3e-07,2.35537,1.63702
3e-07,2.35883,1.63612
3e-07,2.36229,1.63522
3e-07,2.36577,1.63432
3e-07,2.36925,1.63342
3e-07,2.37274,1.63252
3e-07,2.37624,1.63162
3e-07,2.37974,1.63072
3e-07,2.38326,1.62981
3e-07,2.38678,1.62891
3e-07,2.39031,1.62801
3e-07,2.39385,1.62711
3e-07,2.39739,1.62621
3e-07,2.40095,1.62531
3e-07,2.40451,1.62441
3e-07,2.40808,1.62351
3e-07,2.41165,1.62261
3e-07,2.41524,1.62171
3e-07,2.41883,1.62081
3e-07,2.42244,1.61991
3e-07,2.42605,1.61901
3e-07,2.42966,1.61811
3e-07,2.43329,1.61721
3e-07,2.43693,1.61631
3e-07,2.44057,1.61541
3e-07,2.44422,1.61451
3e-07,2.44788,1.61361
3e-07,2.45155,1.61271
3e-07,2.45523,1.61181
3e-07,2.45892,1.61091
3e-07,2.46261,1.61001
3e-07,2.46631,1.6091
3e-07,2.47002,1.6082
3e-07,2.47374,1.6073
3e-07,2.47747,1.6064
3e-07,2.48121,1.6055
3e-07,2.48496,1.6046
3e-07,2.48871,1.6037
3e-07,2.49248,1.6028
3e-07,2.49625,1.6019
3e-07,2.50003,1.601
3e-07,2.50382,1.6001
3e-07,2.50762,1.5992
3e-07,2.51143,1.5983
3e-07,2.51525,1.5974
3e-07,2.51907,1.5965
3e-07,2.52291,1.5956
3e-07,2.52675,1.5947
3e-07,2.53061,1.5938
3e-07,2.53447,1.5929
3e-07,2.53834,1.592
3e-07,2.54222,1.5911
3e-07,2.54611,1.5902
3e-07,2.55001,1.58929
3e-07,2.55392,1.58839
3e-07,2.55784,1.58749
3e-07,2.56177,1.58659
3e-07,2.56571,1.58569
3e-07,2.56965,1.58479
3e-07,2.57361,1.58389
3e-07,2.57758,1.58299
3e-07,2.58155,1.58209
3e-07,2.58554,1.58119
3e-07,2.58953,1.58029
3e-07,2.59354,1.57939
3e-07,2.59755,1.57849
3e-07,2.60158,1.57759
3e-07,2.60561,1.57669
3e-07,2.60965,1.57579
3e-07,2.61371,1.57489
3e-07,2.61777,1.57399
3e-07,2.62185,1.57309
3e-07,2.62593,1.57219
3e-07,2.63002,1.57129
3e-07,2.63413,1.57039
3e-07,2.63824,1.56948
3e-07,2.64237,1.56858
3e-07,2.6465,1.56768
3e-07,2.65065,1.56678
3e-07,2.6548,1.56588
3e-07,2.65897,1.56498
3e-07,2.66314,1.56408
3e-07,2.66733,1.56318
3e-07,2.67153,1.56228
3e-07,2.67573,1.56138
3e-07,2.67995,1.56048
3e-07,2.68418,1.55958
3e-07,2.68842,1.55868
3e-07,2.69267,1.55778
3e-07,2.69693,1.55688
3e-07,2.7012,1.55598
3e-07,2.70548,1.55508
3e-07,2.70977,1.55418
3e-07,2.71408,1.55328
3e-07,2.71839,1.55238
3e-07,2.72272,1.55148
3e-07,2.72706,1.55058
3e-07,2.7314,1.54967
3e-07,2.73576,1.54877
3e-07,2.74013,1.54787
3e-07,2.74451,1.54697
3e-07,2.74891,1.54607
3e-07,2.75331,1.54517
3e-07,2.75772,1.54427
3e-07,2.76215,1.54337
3e-07,2.76659,1.54247
3e-07,2.77104,1.54157
3e-07,2.7755,1.54067
3e-07,2.77997,1.53977
3e-07,2.78446,1.53887
3e-07,2.78895,1.53797
3e-07,2.79346,1.53707
3e-07,2.79798,1.53617
3e-07,2.80251,1.53527
3e-07,2.80705,1.53437
3e-07,2.81161,1.53347
3e-07,2.81617,1.53257
3e-07,2.82075,1.53167
3e-07,2.82534,1.53077
3e-07,2.82995,1.52986
3e-07,2.83456,1.52896
3e-07,2.83919,1.52806
3e-07,2.84383,1.52716
3e-07,2.84848,1.52626
3e-07,2.85315,1.52536
3e-07,2.85782,1.52446
3e-07,2.86251,1.52356
3e-07,2.86721,1.52266
3e-07,2.87193,1.52176
3e-07,2.87665,1.52086
3e-07,2.88139,1.51996
3e-07,2.88615,1.51906
3e-07,2.89091,1.51816
3e-07,2.89569,1.51726
3e-07,2.90048,1.51636
3e-07,2.90528,1.51546
3e-07,2.9101,1.51456
3e-07,2.91493,1.51366
3e-07,2.91977,1.51276
3e-07,2.92463,1.51186
3e-07,2.9295,1.51096
3e-07,2.93438,1.51006
3e-07,2.93928,1.50915
3e-07,2.94419,1.50825
3e-07,2.94911,1.50735
3e-07,2.95405,1.50645
3e-07,2.959,1.50555
3e-07,2.96396,1.50465
3e-07,2.96894,1.50375
3e-07,2.97393,1.50285
3e-07,2.97893,1.50195
3e-07,2.98395,1.50105
3e-07,2.98898,1.50015
3e-07,2.99403,1.49925
3e-07,2.99909,1.49835
3e-07,3.00416,1.49745
3e-07,3.00925,1.49655
3e-07,3.01436,1.49565
3e-07,3.01947,1.49475
3e-07,3.0246,1.49385
3e-07,3.02975,1.49295
3e-07,3.03491,1.49205
3e-07,3.04009,1.49115
3e-07,3.04527,1.49025
3e-07,3.05048,1.48934
3e-07,3.0557,1.48844
3e-07,3.06093,1.48754
3e-07,3.06618,1.48664
3e-07,3.07144,1.48574
3e-07,3.07672,1.48484
3e-07,3.08202,1.48394
3e-07,3.08732,1.48304
3e-07,3.09265,1.48214
3e-07,3.09799,1.48124
3e-07,3.10334,1.48034
3e-07,3.10871,1.47944
3e-07,3.1141,1.47854
3e-07,3.1195,1.47764
3e-07,3.12491,1.47674
3e-07,3.13034,1.47584
3e-07,3.13579,1.47494
3e-07,3.14126,1.47404
3e-07,3.14674,1.47314
3e-07,3.15223,1.47224
3e-07,3.15774,1.47134
3e-07,3.16327,1.47044
3e-07,3.16881,1.46953
3e-07,3.17437,1.46863
3e-07,3.17995,1.46773
3e-07,3.18554,1.46683
3e-07,3.19115,1.46593
3e-07,3.19678,1.46503
3e-07,3.20242,1.46413
3e-07,3.20808,1.46323
3e-07,3.21375,1.46233
3e-07,3.21944,1.46143
3e-07,3.22515,1.46053
3e-07,3.23088,1.45963
3e-07,3.23662,1.45873
3e-07,3.24238,1.45783
3e-07,3.24816,1.45693
3e-07,3.25396,1.45603
3e-07,3.25977,1.45513
3e-07,3.2656,1.45423
3e-07,3.27145,1.45333
3e-07,3.27731,1.45243
3e-07,3.28319,1.45153
3e-07,3.28909,1.45063
3e-07,3.29501,1.44972
3e-07,3.30095,1.44882
3e-07,3.3069,1.44792
3e-07,3.31288,1.44702
3e-07,3.31887,1.44612
3e-07,3.32487,1.44522
3e-07,3.3309,1.44432
3e-07,3.33695,1.44342
3e-07,3.34301,1.44252
3e-07,3.34909,1.44162
3e-07,3.3552,1.44072
3e-07,3.36132,1.43982
3e-07,3.36746,1.43892
3e-07,3.37361,1.43802
3e-07,3.37979,1.43712
3e-07,3.38599,1.43622
3e-07,3.3922,1.43532
3e-07,3.39844,1.43442
3e-07,3.40469,1.43352
3e-07,3.41097,1.43262
3e-07,3.41726,1.43172
3e-07,3.42358,1.43082
3e-07,3.42991,1.42991
3e-07,3.43626,1.42901
3e-07,3.44263,1.42811
3e-07,3.44903,1.42721
3e-07,3.45544,1.42631
3e-07,3.46188,1.42541
3e-07,3.46833,1.42451
3e-07,3.4748,1.42361
3e-07,3.4813,1.42271
3e-07,3.48781,1.42181
3e-07,3.49435,1.42091
3e-07,3.50091,1.42001
3e-07,3.50749,1.41911
3e-07,3.51409,1.41821
3e-07,3.52071,1.41731
3e-07,3.52735,1.41641
3e-07,3.53401,1.41551
3e-07,3.5407,1.41461
3e-07,3.5474,1.41371
3e-07,3.55413,1.41281
3e-07,3.56088,1.41191
3e-07,3.56765,1.41101
3e-07,3.57445,1.41011
3e-07,3.58126,1.4092
3e-07,3.5881,1.4083
3e-07,3.59496,1.4074
3e-07,3.60185,1.4065
3e-07,3.60875,1.4056
3e-07,3.61568,1.4047
3e-07,3.62263,1.4038
3e-07,3.62961,1.4029
3e-07,3.6366,1.402
3e-07,3.64362,1.4011
3e-07,3.65067,1.4002
3e-07,3.65773,1.3993
3e-07,3.66482,1.3984
3e-07,3.67194,1.3975
3e-07,3.67908,1.3966
3e-07,3.68624,1.3957
3e-07,3.69342,1.3948
3e-07,3.70063,1.3939
3e-07,3.70787,1.393
3e-07,3.71513,1.3921
3e-07,3.72241,1.3912
3e-07,3.72971,1.3903
3e-07,3.73705,1.38939
3e-07,3.7444,1.38849
3e-07,3.75178,1.38759
3e-07,3.75919,1.38669
3e-07,3.76662,1.38579
3e-07,3.77408,1.38489
3e-07,3.78156,1.38399
3e-07,3.78907,1.38309
3e-07,3.7966,1.38219
3e-07,3.80416,1.38129
3e-07,3.81175,1.38039
3e-07,3.81936,1.37949
3e-07,3.827,1.37859
3e-07,3.83466,1.37769
3e-07,3.84236,1.37679
3e-07,3.85007,1.37589
3e-07,3.85782,1.37499
3e-07,3.86559,1.37409
3e-07,3.87339,1.37319
3e-07,3.88121,1.37229
3e-07,3.88906,1.37139
3e-07,3.89695,1.37049
3e-07,3.90485,1.36958
3e-07,3.91279,1.36868
3e-07,3.92075,1.36778
3e-07,3.92874,1.36688
3e-07,3.93676,1.36598
3e-07,3.94481,1.36508
3e-07,3.95289,1.36418
3e-07,3.96099,1.36328
3e-07,3.96913,1.36238
3e-07,3.97729,1.36148
3e-07,3.98548,1.36058
3e-07,3.9937,1.35968
3e-07,4.00196,1.35878
3e-07,4.01024,1.35788
3e-07,4.01855,1.35698
3e-07,4.02689,1.35608
3e-07,4.03526,1.35518
3e-07,4.04366,1.35428
3e-07,4.05209,1.35338
3e-07,4.06055,1.35248
3e-07,4.06904,1.35158
3e-07,4.07756,1.35068
3e-07,4.08611,1.34977
3e-07,4.0947,1.34887
3e-07,4.10331,1.34797
3e-07,4.11196,1.34707
3e-07,4.12064,1.34617
3e-07,4.12935,1.34527
3e-07,4.13809,1.34437
3e-07,4.14687,1.34347
3e-07,4.15568,1.34257
3e-07,4.16452,1.34167
3e-07,4.17339,1.34077
3e-07,4.18229,1.33987
3e-07,4.19123,1.33897
3e-07,4.2002,1.33807
3e-07,4.20921,1.33717
3e-07,4.21825,1.33627
3e-07,4.22732,1.33537
3e-07,4.23643,1.33447
3e-07,4.24557,1.33357
3e-07,4.25474,1.33267
3e-07,4.26395,1.33177
3e-07,4.27319,1.33087
3e-07,4.28247,1.32996
3e-07,4.29179,1.32906
3e-07,4.30114,1.32816
3e-07,4.31052,1.32726
3e-07,4.31994,1.32636
3e-07,4.3294,1.32546
3e-07,4.33889,1.32456
3e-07,4.34842,1.32366
3e-07,4.35798,1.32276
3e-07,4.36758,1.32186
3e-07,4.37722,1.32096
3e-07,4.3869,1.32006
3e-07,4.39661,1.31916
3e-07,4.40636,1.31826
3e-07,4.41614,1.31736
3e-07,4.42597,1.31646
3e-07,4.43583,1.31556
3e-07,4.44573,1.31466
3e-07,4.45567,1.31376
3e-07,4.46565,1.31286
3e-07,4.47567,1.31196
3e-07,4.48573,1.31106
3e-07,4.49582,1.31016
3e-07,4.50596,1.30925
3e-07,4.51613,1.30835
3e-07,4.52635,1.30745
3e-07,4.5366,1.30655
3e-07,4.5469,1.30565
3e-07,4.55723,1.30475
3e-07,4.56761,1.30385
3e-07,4.57803,1.30295
3e-07,4.58849,1.30205
3e-07,4.59899,1.30115
3e-07,4.60953,1.30025
3e-07,4.62012,1.29935
3e-07,4.63074,1.29845
3e-07,4.64141,1.29755
3e-07,4.65213,1.29665
3e-07,4.66288,1.29575
3e-07,4.67368,1.29485
3e-07,4.68452,1.29395
3e-07,4.69541,1.29305
3e-07,4.70634,1.29215
3e-07,4.71731,1.29125
3e-07,4.72833,1.29035
3e-07,4.73939,1.28944
3e-07,4.7505,1.28854
3e-07,4.76166,1.28764
3e-07,4.77285,1.28674
3e-07,4.7841,1.28584
3e-07,4.79539,1.28494
3e-07,4.80673,1.28404
3e-07,4.81811,1.28314
3e-07,4.82954,1.28224
3e-07,4.84102,1.28134
3e-07,4.85254,1.28044
3e-07,4.86411,1.27954
3e-07,4.87573,1.27864
3e-07,4.8874,1.27774
3e-07,4.89911,1.27684
3e-07,4.91088,1.27594
3e-07,4.92269,1.27504
3e-07,4.93455,1.27414
3e-07,4.94647,1.27324
3e-07,4.95843,1.27234
3e-07,4.97044,1.27144
3e-07,4.9825,1.27054
3e-07,4.99462,1.26963
3e-07,5.00678,1.26873
3e-07,5.01899,1.26783
3e-07,5.03126,1.26693
3e-07,5.04358,1.26603
3e-07,5.05595,1.26513
3e-07,5.06837,1.26423
3e-07,5.08085,1.26333
3e-07,5.09338,1.26243
3e-07,5.10596,1.26153
3e-07,5.11859,1.26063
3e-07,5.13128,1.25973
3e-07,5.14402,1.25883
3e-07,5.15682,1.25793
3e-07,5.16967,1.25703
3e-07,5.18258,1.25613
3e-07,5.19554,1.25523
3e-07,5.20856,1.25433
3e-07,5.22164,1.25343
3e-07,5.23477,1.25253
3e-07,5.24796,1.25163
3e-07,5.2612,1.25073
3e-07,5.2745,1.24982
3e-07,5.28786,1.24892
3e-07,5.30128,1.24802
3e-07,5.31476,1.24712
3e-07,5.32829,1.24622
3e-07,5.34189,1.24532
3e-07,5.35554,1.24442
3e-07,5.36925,1.24352
3e-07,5.38303,1.24262
3e-07,5.39686,1.24172
3e-07,5.41075,1.24082
3e-07,5.42471,1.23992
3e-07,5.43872,1.23902
3e-07,5.4528,1.23812
3e-07,5.46694,1.23722
3e-07,5.48115,1.23632
3e-07,5.49541,1.23542
3e-07,5.50974,1.23452
3e-07,5.52413,1.23362
3e-07,5.53859,1.23272
3e-07,5.55311,1.23182
3e-07,5.56769,1.23092
3e-07,5.58234,1.23002
3e-07,5.59706,1.22911
3e-07,5.61184,1.22821
3e-07,5.62669,1.22731
3e-07,5.6416,1.22641
3e-07,5.65658,1.22551
3e-07,5.67163,1.22461
3e-07,5.68674,1.22371
3e-07,5.70193,1.22281
3e-07,5.71718,1.22191
3e-07,5.7325,1.22101
3e-07,5.74789,1.22011
3e-07,5.76335,1.21921
3e-07,5.77888,1.21831
3e-07,5.79448,1.21741
3e-07,5.81015,1.21651
3e-07,5.82589,1.21561
3e-07,5.8417,1.21471
3e-07,5.85759,1.21381
3e-07,5.87354,1.21291
3e-07,5.88957,1.21201
3e-07,5.90568,1.21111
3e-07,5.92185,1.21021
3e-07,5.9381,1.2093
3e-07,5.95443,1.2084
3e-07,5.97083,1.2075
3e-07,5.9873,1.2066
3e-07,6.00385,1.2057
3e-07,6.02048,1.2048
3e-07,6.03718,1.2039
3e-07,6.05396,1.203
3e-07,6.07081,1.2021
3e-07,6.08775,1.2012
3e-07,6.10476,1.2003
3e-07,6.12185,1.1994
3e-07,6.13902,1.1985
3e-07,6.15627,1.1976
3e-07,6.1736,1.1967
3e-07,6.19101,1.1958
3e-07,6.2085,1.1949
3e-07,6.22607,1.194
3e-07,6.24373,1.1931
3e-07,6.26146,1.1922
3e-07,6.27928,1.1913
3e-07,6.29718,1.1904
3e-07,6.31516,1.18949
3e-07,6.33323,1.18859
3e-07,6.35138,1.18769
3e-07,6.36962,1.18679
3e-07,6.38794,1.18589
3e-07,6.40634,1.18499
3e-07,6.42484,1.18409
3e-07,6.44342,1.18319
3e-07,6.46208,1.18229
3e-07,6.48084,1.18139
3e-07,6.49968,1.18049
3e-07,6.51861,1.17959
3e-07,6.53763,1.17869
3e-07,6.55674,1.17779
3e-07,6.57593,1.17689
3e-07,6.59522,1.17599
3e-07,6.6146,1.17509
3e-07,6.63407,1.17419
3e-07,6.65363,1.17329
3e-07,6.67328,1.17239
3e-07,6.69303,1.17149
3e-07,6.71286,1.17059
3e-07,6.7328,1.16968
3e-07,6.75282,1.16878
3e-07,6.77294,1.16788
3e-07,6.79315,1.16698
3e-07,6.81346,1.16608
3e-07,6.83387,1.16518
3e-07,6.85437,1.16428
3e-07,6.87497,1.16338
3e-07,6.89566,1.16248
3e-07,6.91645,1.16158
3e-07,6.93734,1.16068
3e-07,6.95833,1.15978
3e-07,6.97942,1.15888
3e-07,7.00061,1.15798
3e-07,7.02189,1.15708
3e-07,7.04328,1.15618
3e-07,7.06477,1.15528
3e-07,7.08636,1.15438
3e-07,7.10805,1.15348
3e-07,7.12984,1.15258
3e-07,7.15173,1.15168
3e-07,7.17373,1.15078
3e-07,7.19583,1.14987
3e-07,7.21804,1.14897
3e-07,7.24035,1.14807
3e-07,7.26276,1.14717
3e-07,7.28528,1.14627
3e-07,7.30791,1.14537
3e-07,7.33064,1.14447
3e-07,7.35348,1.14357
3e-07,7.37642,1.14267
3e-07,7.39948,1.14177
3e-07,7.42264,1.14087
3e-07,7.4459,1.13997
3e-07,7.46928,1.13907
3e-07,7.49277,1.13817
3e-07,7.51637,1.13727
3e-07,7.54007,1.13637
3e-07,7.56389,1.13547
3e-07,7.58782,1.13457
3e-07,7.61186,1.13367
3e-07,7.63601,1.13277
3e-07,7.66027,1.13187
3e-07,7.68465,1.13097
3e-07,7.70913,1.13007
3e-07,7.73373,1.12916
3e-07,7.75845,1.12826
3e-07,7.78328,1.12736
3e-07,7.80822,1.12646
3e-07,7.83328,1.12556
3e-07,7.85845,1.12466
3e-07,7.88374,1.12376
3e-07,7.90915,1.12286
3e-07,7.93467,1.12196
3e-07,7.96031,1.12106
3e-07,7.98606,1.12016
3e-07,8.01193,1.11926
3e-07,8.03792,1.11836
3e-07,8.06403,1.11746
3e-07,8.09026,1.11656
3e-07,8.1166,1.11566
3e-07,8.14306,1.11476
3e-07,8.16964,1.11386
3e-07,8.19634,1.11296
3e-07,8.22317,1.11206
3e-07,8.25011,1.11116
3e-07,8.27717,1.11026
3e-07,8.30435,1.10935
3e-07,8.33165,1.10845
3e-07,8.35907,1.10755
3e-07,8.38662,1.10665
3e-07,8.41428,1.10575
3e-07,8.44207,1.10485
3e-07,8.46998,1.10395
3e-07,8.49801,1.10305
3e-07,8.52616,1.10215
3e-07,8.55444,1.10125
3e-07,8.58284,1.10035
3e-07,8.61136,1.09945
3e-07,8.64,1.09855
3e-07,8.66877,1.09765
3e-07,8.69766,1.09675
3e-07,8.72667,1.09585
3e-07,8.7558,1.09495
3e-07,8.78506,1.09405
3e-07,8.81444,1.09315
3e-07,8.84395,1.09225
3e-07,8.87358,1.09135
3e-07,8.90333,1.09045
3e-07,8.9332,1.08954
3e-07,8.9632,1.08864
3e-07,8.99332,1.08774
3e-07,9.02357,1.08684
3e-07,9.05394,1.08594
3e-07,9.08443,1.08504
3e-07,9.11504,1.08414
3e-07,9.14578,1.08324
3e-07,9.17664,1.08234
3e-07,9.20762,1.08144
3e-07,9.23873,1.08054
3e-07,9.26996,1.07964
3e-07,9.30131,1.07874
3e-07,9.33278,1.07784
3e-07,9.36437,1.07694
3e-07,9.39609,1.07604
3e-07,9.42792,1.07514
3e-07,9.45988,1.07424
3e-07,9.49196,1.07334
3e-07,9.52415,1.07244
3e-07,9.55647,1.07154
3e-07,9.58891,1.07064
3e-07,9.62146,1.06973
3e-07,9.65414,1.06883
3e-07,9.68693,1.06793
3e-07,9.71984,1.06703
3e-07,9.75287,1.06613
3e-07,9.78601,1.06523
3e-07,9.81927,1.06433
3e-07,9.85265,1.06343
3e-07,9.88614,1.06253
3e-07,9.91974,1.06163
3e-07,9.95346,1.06073
3e-07,9.98729,1.05983
3e-07,10.0212,1.05893
3e-07,10.0553,1.05803
3e-07,10.0895,1.05713
3e-07,10.1237,1.05623
3e-07,10.1581,1.05533
3e-07,10.1926,1.05443
3e-07,10.2272,1.05353
3e-07,10.2619,1.05263
3e-07,10.2967,1.05173
3e-07,10.3317,1.05083
3e-07,10.3667,1.04992
3e-07,10.4018,1.04902
3e-07,10.437,1.04812
3e-07,10.4724,1.04722
3e-07,10.5078,1.04632
3e-07,10.5433,1.04542
3e-07,10.5789,1.04452
3e-07,10.6147,1.04362
3e-07,10.6505,1.04272
3e-07,10.6864,1.04182
3e-07,10.7224,1.04092
3e-07,10.7585,1.04002
3e-07,10.7947,1.03912
3e-07,10.8309,1.03822
3e-07,10.8673,1.03732
3e-07,10.9037,1.03642
3e-07,10.9402,1.03552
3e-07,10.9768,1.03462
3e-07,11.0135,1.03372
3e-07,11.0503,1.03282
3e-07,11.0871,1.03192
3e-07,11.124,1.03102
3e-07,11.161,1.03012
3e-07,11.1981,1.02921
3e-07,11.2352,1.02831
3e-07,11.2724,1.02741
3e-07,11.3097,1.02651
3e-07,11.347,1.02561
3e-07,11.3844,1.02471
3e-07,11.4219,1.02381
3e-07,11.4594,1.02291
3e-07,11.497,1.02201
3e-07,11.5346,1.02111
3e-07,11.5722,1.02021
3e-07,11.61,1.01931
3e-07,11.6477,1.01841
3e-07,11.6856,1.01751
3e-07,11.7234,1.01661
3e-07,11.7613,1.01571
3e-07,11.7992,1.01481
3e-07,11.8372,1.01391
3e-07,11.8752,1.01301
3e-07,11.9133,1.01211
3e-07,11.9513,1.01121
